식품명,식품대분류,식품상세분류,1회제공량,내용량_단위,에너지(㎉),탄수화물(g),총당류(g),지방(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),EPA+DHA(g),단백질(g),수분(g),총 식이섬유(g),비타민 A(㎍),비타민 D3(㎍),비타민 E(㎎),비타민 C(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),칼슘(㎎),인(㎎),나트륨(㎎),칼륨(㎎),마그네슘(㎎),철(㎎),철(㎍),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
햄구이,구이류,육류구이,170.0,g,577.05,2.61,3.26,51.39,10.82,0.81,0.17,26.02,84.75,2.62,0.0,0.0,4.220000000000001,11.44,0.0,0.08,22.17,23.97,1.13,19.16,419.13,1506.75,468.43,39.4,0.91,0.0,2.49,0.06,0.22,37.27
갈비탕,국 및 탕류,육류국.탕,670.0,g,363.24,2.68,0.77,13.83,0.57,0.1,0.0,57.0,591.17,12.43,124.01,0.0,2.81,0.0,0.0,0.6,0.0,44.37,4.5,96.86,326.38,1330.59,708.57,45.64,7.1,0.0,19.22,0.02,0.11,38.4
감자된장국,국 및 탕류,채소류국.탕,400.0,g,98.19,14.78,3.09,2.41,0.61,0.1,0.0,4.34,373.49,2.24,0.0,0.0,1.82,0.0,0.83,0.04,9.05,25.73,0.0,70.22,189.98,1429.93,529.43,83.8,2.09,0.0,1.38,0.36,0.89,21.07
감잣국,국 및 탕류,채소류국.탕,400.0,g,82.47,14.67,3.41,1.05,0.3,0.05,0.0,3.59,377.49,2.6,0.0,0.0,0.9,2.53,2.83,0.09,1.94,44.73,1.13,21.54,89.88,859.81,486.91,34.59,0.49,0.0,0.32,0.16,0.27,4.07
곰탕,국 및 탕류,육류국.탕,600.0,g,145.15,0.66,0.0,6.69,0.24,0.04,0.0,20.57,569.5,6.32,85.63,0.0,2.04,16.48,0.3,0.19,4.94,39.1,1.85,42.65,99.79,744.08,209.87,18.15,2.68,0.0,2.59,0.09,0.17,49.29
굴무국,국 및 탕류,어패류국.탕,500.0,g,123.09,14.63,0.72,1.82,0.04,0.03,0.28,12.04,466.88,3.29,25.85,0.0,1.3,160.33,0.18,0.55,0.0,72.52,35.22,99.61,208.8,1253.34,533.05,102.53,3.75,0.0,11.72,2.94,0.96,107.57
근대된장국,국 및 탕류,채소류국.탕,400.0,g,38.84,2.71,3.31,1.56,0.12,0.05,0.0,3.49,388.27,2.17,163.76,0.0,1.11,0.72,0.52,0.18,2.18,27.11,1.34,44.79,81.92,1304.1,381.71,55.18,0.61,0.0,0.59,0.15,1.05,6.84
김치콩나물국,국 및 탕류,채소류국.탕,400.0,g,48.33,4.61,1.97,1.86,0.87,0.14,0.0,3.27,387.06,2.37,126.81,0.0,2.28,1.39,3.0,0.16,3.88,10.02,0.65,38.01,78.65,919.38,498.74,33.8,0.62,0.0,0.37,0.15,0.24,18.23
김칫국,국 및 탕류,채소류국.탕,400.0,g,90.78,10.52,0.13,3.03,0.94,0.11,0.01,5.36,377.76,2.92,52.07,0.0,1.65,1.74,0.0,0.28,0.95,3.19,0.53,46.51,121.98,832.47,421.89,41.12,0.59,0.0,0.94,0.05,0.2,18.37
꼬리곰탕,국 및 탕류,육류국.탕,500.0,g,135.9,4.23,0.0,3.22,0.18,0.02,0.0,22.51,469.2,2.53,56.26,0.0,0.0,0.0,0.47,0.23,15.27,35.11,1.34,31.31,89.59,96.89,109.32,12.56,1.34,0.0,3.68,0.32,0.02,41.93
냉이된장국,국 및 탕류,채소류국.탕,400.0,g,86.47,8.81,1.18,2.65,1.02,0.26,0.0,6.85,378.31,5.26,733.26,0.0,4.529999999999999,0.0,0.02,0.24,15.4,93.52,0.28,129.65,127.63,943.35,400.21,50.84,3.01,0.0,0.9,0.19,0.69,11.51
달걀국,국 및 탕류,기타 국류,400.0,g,52.37,2.74,0.0,2.94,0.5,0.01,0.01,3.73,388.01,0.81,0.0,0.0,1.06,0.0,0.0,0.13,0.0,9.8,0.2,20.95,81.08,984.54,77.5,5.38,0.78,0.0,0.44,0.27,0.03,8.63
닭개장,국 및 탕류,육류국.탕,700.0,g,142.98,9.88,4.0,2.97,0.55,0.11,0.01,19.17,662.64,5.19,5.07,0.0,1.74,0.72,0.51,0.39,7.82,122.23,0.39,109.59,278.19,1168.18,740.77,58.99,1.3,0.0,1.27,0.24,0.32,6.61
닭곰탕,국 및 탕류,육류국.탕,650.0,g,330.4,13.01,1.93,9.24,0.97,0.06,0.02,48.8,573.23,4.58,47.129999999999995,0.0,3.44,0.27,0.31,0.77,19.96,74.42,1.56,58.92,594.11,1105.06,1015.34,86.22,1.91,0.0,3.12,0.32,0.33,47.82
대합미역국,국 및 탕류,어패류국.탕,400.0,g,44.84,2.24,0.05,1.8,0.8,0.02,0.02,4.93,383.94,3.36,90.76,0.0,1.48,2.06,0.14,0.07,0.0,7.25,3.49,149.67,930.6,927.64,1458.09,159.23,20.67,0.0,7.57,0.43,0.31,150.55
도가니탕,국 및 탕류,육류국.탕,500.0,g,198.17,4.1,0.0,1.63,0.11,0.01,0.0,41.76,450.09,6.73,0.0,0.0,2.63,15.95,0.96,0.05,0.53,38.81,0.81,40.73,63.72,751.98,147.3,18.45,9.47,0.0,2.05,1.28,0.15,67.12
동태국,국 및 탕류,어패류국.탕,400.0,g,66.87,5.61,0.0,0.64,0.04,0.01,0.06,9.66,380.72,3.91,56.8,0.0,1.0,1.76,0.0,0.12,6.14,34.37,1.9,60.04,169.59,895.7,427.34,34.25,0.56,0.0,0.91,0.03,0.22,33.37
메밀묵국,국 및 탕류,기타 국류,400.0,g,87.38,14.26,1.12,1.59,0.24,0.02,0.0,3.99,377.07,3.08,165.89,0.0,1.75,0.0,0.81,0.09,0.0,32.65,0.5,38.29,74.56,953.71,302.56,36.24,1.03,0.0,0.62,0.14,0.22,5.73
무시래기된장국,국 및 탕류,채소류국.탕,400.0,g,61.11,8.11,0.0,0.86,0.18,0.16,0.0,5.22,382.85,7.79,119.45,0.0,2.36,0.0,1.49,0.15,0.79,16.13,0.43,142.36,72.09,779.28,144.11,19.12,3.6,0.0,0.77,0.27,2.97,6.42
미역국,국 및 탕류,어패류국.탕,400.0,g,46.36,3.49,1.08,2.45,0.38,0.02,0.0,2.58,388.83,1.7,237.41,0.0,0.63,0.0,0.09,0.15,0.0,8.8,0.48,77.87,56.92,670.7,322.99,56.49,1.07,0.0,0.33,0.08,0.06,31.07
미역냉국,국 및 탕류,냉국류,350.0,g,128.81,26.28,15.7,2.34,0.01,0.0,0.01,0.66,317.64,1.3,0.0,0.0,0.35000000000000003,0.75,0.0,0.01,0.09,5.61,0.21,84.26,194.11,518.61,405.13,40.6,2.26,0.0,1.35,0.36,0.28,23.73
미역된장국,국 및 탕류,어패류국.탕,400.0,g,96.16,9.1,2.43,3.86,0.63,0.13,0.06,6.25,376.3,10.8,117.48,0.0,1.95,1.43,0.15,0.21,0.0,0.18,0.58,79.08,102.71,1219.4,549.48,76.3,3.57,0.0,0.93,0.21,0.2,23.28
미역오이냉국,국 및 탕류,냉국류,350.0,g,21.8,2.98,2.42,0.52,0.01,0.01,0.02,1.31,341.91,2.52,133.69,0.0,0.11,0.0,0.34,0.02,0.12,0.84,0.12,45.05,23.79,1144.4,106.37,28.49,0.49,0.0,0.17,0.05,0.03,4.93
배추된장국,국 및 탕류,채소류국.탕,400.0,g,79.08,10.33,0.0,1.6,0.37,0.06,0.0,5.85,378.83,2.56,46.68,0.0,2.64,0.0,0.0,0.19,2.32,27.65,0.26,49.78,97.19,890.79,379.09,23.46,1.0,0.0,1.92,0.08,0.26,9.86
북엇국,국 및 탕류,어패류국.탕,400.0,g,111.03,3.36,0.46,3.93,0.97,0.08,0.07,15.56,373.82,4.2,31.689999999999998,0.0,3.95,0.93,1.81,0.18,1.81,58.75,0.66,58.1,107.76,929.98,445.94,36.09,0.98,0.0,0.62,0.12,0.18,19.79
뼈해장국,국 및 탕류,육류국.탕,800.0,g,206.01,8.46,5.07,7.77,1.92,0.16,0.0,25.55,749.88,2.65,245.22,0.0,8.85,1.37,0.93,0.45,16.41,70.7,1.4,82.57,230.46,2764.62,627.74,64.03,16.24,0.0,3.65,0.36,0.64,32.75
사골국,국 및 탕류,육류국.탕,400.0,g,220.99,11.24,0.0,9.67,0.52,0.01,0.0,22.25,355.55,3.35,41.879999999999995,0.0,1.39,0.26,0.07,0.15,20.92,29.14,2.15,14.14,112.97,298.77,182.7,14.97,2.08,0.0,5.51,0.08,0.05,18.52
삼계탕,국 및 탕류,육류국.탕,900.0,g,911.39,34.57,4.03,43.19,5.45,0.28,0.08,96.09,720.18,14.44,76.13,0.0,1.6,0.0,4.07,0.75,0.0,60.96,3.54,123.29,942.1,736.67,1406.48,122.96,3.86,0.0,6.58,0.51,0.27,146.43
새우미역국,국 및 탕류,어패류국.탕,400.0,g,63.22,7.31,0.0,1.84,0.24,0.01,0.0,4.35,386.09,2.98,92.34,0.0,1.57,4.21,0.0,0.02,0.89,9.18,0.34,35.23,92.08,20.5,75.04,14.0,1.55,0.0,3.22,0.6,1.12,3.49
새우탕,국 및 탕류,어패류국.탕,500.0,g,163.1,10.0,0.3,2.19,0.48,0.13,0.06,25.84,455.3,6.88,392.26,0.0,4.97,10.61,0.23,0.55,0.0,63.15,2.63,151.44,280.85,1340.99,927.99,91.25,2.36,0.0,2.95,2.75,0.29,31.59
선짓국(선지해장국),국 및 탕류,육류국.탕,600.0,g,173.84,7.39,0.0,5.73,1.48,0.26,0.0,23.18,557.79,2.5,1058.42,0.0,2.22,14.85,1.72,0.49,5.63,33.49,0.0,135.67,76.35,1874.43,180.88,27.9,41.0,0.0,2.58,0.55,0.34,50.72
설렁탕,국 및 탕류,육류국.탕,500.0,g,118.37,1.8,0.0,2.88,0.1,0.01,0.0,21.3,473.35,4.94,0.0,0.0,0.08,12.54,0.0,0.15,0.51,33.55,1.03,33.94,85.24,109.78,116.76,12.08,1.41,0.0,3.21,0.02,0.04,19.57
쇠고기무국,국 및 탕류,육류국.탕,400.0,g,61.53,4.38,0.0,2.54,0.11,0.01,0.0,5.3,385.1,2.6,0.0,0.0,0.33,0.0,0.0,0.12,3.46,12.92,0.47,22.44,66.35,662.0,413.36,15.3,0.44,0.0,0.79,0.0,0.06,9.16
쇠고기미역국,국 및 탕류,육류국.탕,400.0,g,52.03,3.28,2.08,1.03,0.14,0.02,0.03,7.42,386.1,2.55,134.18,0.0,0.23,0.0,0.0,0.14,0.97,11.3,0.29,72.05,77.47,782.02,142.19,48.89,1.73,0.0,0.97,0.12,0.06,10.64
쇠고기배춧국,국 및 탕류,육류국.탕,400.0,g,62.29,4.57,0.0,1.63,0.03,0.04,0.0,7.34,382.99,1.83,24.55,0.0,0.41,0.0,0.0,0.21,0.9,62.03,0.31,54.35,103.97,990.69,336.51,22.45,0.85,0.0,1.64,0.06,0.24,5.59
순댓국,국 및 탕류,육류국.탕,600.0,g,509.46,89.71,1.58,10.47,2.86,1.45,0.02,14.1,479.17,12.36,767.47,0.0,3.52,45.43,1.26,0.14,1.23,20.47,0.0,91.59,194.62,1981.58,390.67,50.28,7.86,0.0,1.06,0.2,1.02,45.71
순두부달걀탕,국 및 탕류,기타 국류,350.0,g,102.39,3.29,0.0,7.14,1.28,0.07,0.0,6.23,331.38,2.8,252.0,0.0,1.94,1.66,0.87,0.28,0.86,46.44,3.51,44.24,123.05,354.96,376.89,29.99,1.29,0.0,0.67,0.11,0.23,24.66
시금치된장국,국 및 탕류,채소류국.탕,400.0,g,37.98,3.91,0.44,0.67,0.26,0.09,0.0,4.07,387.17,1.77,856.0,0.0,1.81,0.7,0.7,0.55,2.38,31.37,0.55,61.87,85.16,495.32,722.19,81.81,1.15,0.0,0.7,0.1,0.33,4.78
쑥된장국,국 및 탕류,채소류국.탕,400.0,g,60.64,6.08,2.92,1.87,0.62,0.16,0.0,4.88,383.34,3.07,952.77,0.0,2.98,0.65,0.38,0.24,6.88,61.56,1.02,40.7,98.16,970.74,591.0,40.33,0.83,0.0,0.45,0.24,2.06,56.96
아욱된장국,국 및 탕류,채소류국.탕,400.0,g,81.83,6.34,0.44,2.23,0.51,0.21,0.03,9.1,377.63,4.6,902.34,0.0,2.41,0.71,0.0,1.72,0.0,78.31,0.59,455.38,148.77,944.34,487.07,60.82,3.56,0.0,0.9,0.62,0.5,35.89
애호박된장국,국 및 탕류,채소류국.탕,400.0,g,122.91,5.62,1.97,5.23,1.97,0.31,0.0,13.35,369.77,3.64,185.25,0.0,5.51,0.0,0.0,0.08,5.92,44.25,0.31,76.27,296.86,1806.32,584.63,101.25,1.33,0.0,3.47,0.3,1.18,33.16
어묵국,국 및 탕류,어패류국.탕,350.0,g,106.95,13.41,0.25,3.61,0.45,0.05,0.04,5.2,324.72,1.57,111.16,0.0,0.98,0.0,0.1,0.04,1.36,19.38,0.39,67.74,86.4,790.85,384.79,27.84,0.66,0.0,0.25,0.04,0.21,58.03
얼갈이배춧국,국 및 탕류,채소류국.탕,400.0,g,36.23,3.41,0.22,1.62,0.03,0.04,0.0,2.0,389.14,2.04,922.34,0.0,1.48,1.18,0.0,0.33,0.56,10.49,0.19,105.35,51.18,778.53,542.46,36.34,1.1,0.0,0.68,0.09,0.13,6.51
오이냉국,국 및 탕류,냉국류,350.0,g,38.17,2.67,3.11,2.4,0.57,0.02,0.0,1.47,340.86,1.18,146.84,0.0,1.29,0.0,0.76,0.05,0.62,20.33,0.0,31.9,39.39,989.64,161.38,17.95,0.19,0.0,0.23,0.09,0.14,40.3
오징어국,국 및 탕류,어패류국.탕,500.0,g,91.91,3.63,1.2,3.67,0.15,0.02,0.28,11.1,477.07,1.25,125.37,0.0,1.47,0.0,1.1,0.28,2.11,15.6,0.53,23.58,181.13,1286.69,409.41,39.59,0.23,0.0,0.6,0.07,0.0,22.57
우거지곰탕,국 및 탕류,채소류국.탕,350.0,g,88.55,9.11,1.17,2.1,0.41,0.67,0.0,8.29,327.54,3.69,782.35,0.0,2.4,0.0,0.34,0.13,0.0,7.45,0.3,58.07,97.51,786.04,249.15,35.98,1.33,0.0,1.56,0.2,0.23,2.69
우거지된장국,국 및 탕류,채소류국.탕,400.0,g,78.61,3.29,2.5,2.35,0.43,0.07,0.0,11.08,379.59,3.2,16.84,0.0,1.19,0.0,2.66,0.2,2.87,69.48,1.1,57.28,127.66,1163.09,336.29,27.96,1.4,0.0,1.43,0.13,0.22,6.0
육개장,국 및 탕류,육류국.탕,440.0,g,130.33,6.54,3.33,4.37,0.71,0.12,0.0,16.21,409.22,5.25,124.44,0.0,3.24,0.0,0.0,0.27,43.2,42.84,1.91,72.71,183.52,884.24,531.02,40.95,2.45,0.0,2.96,0.24,0.97,40.82
일본된장국,국 및 탕류,채소류국.탕,200.0,g,20.6,0.45,0.51,1.46,0.16,0.03,0.0,1.42,195.36,0.78,39.11,0.0,0.49,0.34,0.0,0.04,0.91,26.83,0.39,25.84,36.09,487.54,103.13,20.57,0.28,0.0,0.06,0.06,0.06,1.78
재첩국,국 및 탕류,어패류국.탕,350.0,g,81.91,15.9,0.0,1.0,0.01,0.0,0.0,2.33,329.14,0.28,47.11,0.0,1.11,0.62,0.0,0.12,0.0,9.99,6.54,70.18,22.13,442.44,77.04,22.72,2.52,0.0,0.4,0.02,0.12,18.35
조갯국,국 및 탕류,어패류국.탕,400.0,g,62.72,0.99,0.71,3.57,0.38,0.05,0.05,6.67,385.15,2.2,38.86,0.0,1.53,12.77,1.51,0.18,0.48,22.36,34.58,27.95,94.18,1188.5,170.39,44.86,5.21,0.0,0.36,0.13,0.19,54.95
콩나물국,국 및 탕류,채소류국.탕,400.0,g,24.66,2.44,0.65,0.35,0.28,0.06,0.0,2.95,391.52,1.64,49.05,0.0,1.6500000000000001,0.89,0.0,0.09,0.18,18.11,0.0,37.97,49.08,874.4,149.52,33.73,0.32,0.0,0.31,0.15,0.13,24.24
콩나물된장국,국 및 탕류,채소류국.탕,400.0,g,123.17,10.46,2.11,4.45,1.7,0.22,0.01,10.31,369.56,4.18,94.71,0.0,6.329999999999999,0.0,0.0,0.29,5.38,45.62,7.72,81.67,173.6,1461.21,529.54,66.61,2.03,0.0,1.31,0.19,0.81,32.94
토란국,국 및 탕류,채소류국.탕,400.0,g,62.09,10.42,1.07,0.49,0.06,0.01,0.0,4.01,382.26,0.21,10.96,0.0,0.37,1.39,0.09,0.07,1.84,15.52,0.23,33.75,62.57,759.86,435.14,27.32,0.33,0.0,0.23,0.1,0.57,0.0
해물된장국,국 및 탕류,어패류국.탕,400.0,g,111.58,10.73,1.79,3.9,0.87,0.1,0.06,8.38,371.47,4.02,304.64,0.0,3.88,6.17,1.67,0.21,7.25,34.83,6.37,110.04,172.08,1534.58,561.17,65.45,2.41,0.0,1.4,0.55,0.82,110.39
호박잎된장국,국 및 탕류,채소류국.탕,350.0,g,23.1,1.88,0.25,1.11,0.18,0.07,0.0,1.41,343.79,0.85,486.31,0.0,1.7,0.0,0.5,0.04,0.0,19.86,0.0,28.87,35.15,569.77,118.97,16.76,0.79,0.0,0.2,0.08,0.13,9.38
홍합무국,국 및 탕류,어패류국.탕,350.0,g,87.05,3.0,0.83,7.11,0.03,0.02,0.01,2.76,333.94,2.92,261.92,0.0,0.61,5.9,0.0,0.1,4.07,54.83,1.4,61.1,61.04,816.38,394.97,19.49,0.77,0.0,0.58,0.02,0.27,16.64
갓김치,김치류,김치,40.0,g,16.53,1.88,0.47,0.54,0.07,0.03,0.0,1.03,35.64,1.48,1049.9,0.0,1.16,0.0,0.05,0.05,0.0,40.11,0.0,41.61,24.17,175.22,189.68,14.51,0.79,0.0,0.21,0.06,0.11,2.35
고들빼기김치,김치류,김치,50.0,g,35.27,5.76,2.2,0.69,0.15,0.04,0.0,1.5,40.88,2.51,570.31,0.0,1.57,0.48,0.11,0.06,0.21,8.54,0.12,34.51,20.92,302.71,128.66,20.23,1.12,0.0,0.22,0.08,0.23,3.07
깍두기,김치류,김치,50.0,g,16.4,2.12,1.27,0.53,0.05,0.01,0.0,0.78,45.26,1.07,51.79,0.0,0.39,0.27,0.05,0.03,0.23,7.33,0.0,22.7,17.79,403.75,141.35,15.41,0.14,0.0,0.08,0.03,0.08,6.81
깻잎김치,김치류,김치,50.0,g,31.15,4.46,2.02,0.86,0.08,0.04,0.0,1.41,41.65,1.78,806.45,0.0,1.17,1.42,0.04,0.07,0.69,14.71,0.0,36.02,27.28,462.03,192.13,23.33,0.34,0.0,0.25,0.07,1.1,0.17
나박김치,김치류,김치,100.0,g,9.82,1.15,0.34,0.38,0.02,0.01,0.0,0.46,96.79,0.81,15.6,0.0,0.46,2.14,0.14,0.02,0.0,10.91,0.0,7.87,9.69,377.45,88.51,6.56,0.2,0.0,0.26,0.01,0.05,5.4
돌나물물김치,김치류,김치,400.0,g,19.78,3.0,1.4,0.31,0.08,0.05,0.0,1.25,392.37,1.79,802.77,0.0,1.19,0.0,0.58,0.09,0.02,46.54,0.0,84.75,20.66,949.46,179.75,50.14,0.48,0.0,0.23,0.08,0.42,11.95
동치미,김치류,김치,200.0,g,27.21,4.55,2.9,0.74,0.01,0.02,0.0,0.58,191.83,2.08,4.65,0.0,0.16,2.43,0.0,0.03,0.06,21.36,0.0,14.41,24.47,823.74,173.1,29.19,0.86,0.0,0.03,0.04,0.06,8.51
배추김치,김치류,김치,40.0,g,10.66,1.27,0.95,0.31,0.05,0.01,0.0,0.68,37.12,0.85,24.53,0.0,0.38,1.08,0.15,0.02,0.0,5.66,0.02,16.0,18.12,123.03,103.97,7.71,0.19,0.0,0.18,0.01,0.07,2.89
백김치,김치류,김치,90.0,g,16.56,2.06,0.7,0.51,0.01,0.02,0.0,0.92,84.9,1.01,19.61,0.0,0.28,0.0,0.18,0.03,0.0,13.25,0.0,24.78,25.71,402.65,169.65,17.33,0.24,0.0,0.24,0.02,0.16,8.84
보쌈김치,김치류,김치,90.0,g,27.21,3.36,1.52,0.65,0.05,0.02,0.0,1.97,81.89,2.09,99.49,0.0,0.88,0.49,0.03,0.07,0.0,22.34,0.28,34.54,41.65,595.04,235.0,19.28,0.52,0.0,0.52,0.12,0.25,7.2
부추김치,김치류,김치,50.0,g,23.33,3.18,2.04,0.58,0.11,0.04,0.0,1.34,43.45,1.88,1221.26,0.0,2.21,0.21,0.04,0.06,0.86,30.36,0.0,18.58,21.87,380.66,217.39,16.55,0.25,0.0,0.21,0.07,0.11,4.48
얼갈이배추김치,김치류,김치,80.0,g,50.46,8.75,0.3,1.16,0.06,0.03,0.0,1.27,67.85,1.35,1043.23,0.0,2.0799999999999996,0.03,0.04,0.06,0.0,14.5,0.0,45.7,20.86,196.87,151.43,14.65,0.41,0.0,0.28,0.06,0.09,2.41
열무김치,김치류,김치,40.0,g,10.71,0.86,0.17,0.49,0.01,0.03,0.0,0.72,36.96,0.88,1111.72,0.0,0.48,1.42,0.6,0.04,0.34,48.08,0.0,45.27,24.12,194.47,193.35,14.72,0.04,0.0,0.1,0.02,0.05,3.61
오이김치,김치류,김치,70.0,g,26.54,3.95,1.66,0.56,0.24,0.04,0.0,1.44,62.64,2.25,319.36,0.0,1.78,0.82,0.12,0.07,0.16,11.66,0.0,24.38,40.41,326.04,261.24,21.77,0.42,0.0,0.25,0.49,0.15,3.49
오이소박이,김치류,김치,100.0,g,32.38,4.43,3.4,0.86,0.12,0.04,0.0,1.73,90.83,1.94,332.24,0.0,1.34,0.0,0.97,0.05,0.0,15.12,0.0,23.21,42.48,541.03,266.78,21.11,0.48,0.0,0.41,0.03,0.22,10.83
총각김치,김치류,김치,70.0,g,22.89,3.57,1.34,0.52,0.06,0.0,0.0,0.98,63.47,1.83,201.85,0.0,0.51,1.54,0.16,0.04,0.86,31.37,0.0,30.07,34.73,332.0,253.89,17.1,0.36,0.0,0.18,0.03,0.12,3.89
파김치,김치류,김치,30.0,g,13.32,1.26,0.45,0.58,0.06,0.01,0.0,0.77,26.51,1.22,387.17,0.0,0.58,0.74,0.0,0.04,0.08,8.65,0.0,14.73,16.91,259.16,134.89,10.11,0.18,0.0,0.14,0.02,0.1,3.41
가죽나물무침,생채및 무침류,나물.채소류무침,80.0,g,60.54,8.04,3.05,1.08,0.31,0.11,0.0,4.66,64.73,4.99,219.19,0.0,1.61,2.04,0.44,0.06,0.0,47.46,0.0,55.42,87.31,220.5,358.04,29.03,1.9,0.0,0.66,0.16,0.42,1.74
가지나물무침,숙채류,나물.숙채류,50.0,g,17.95,2.09,1.17,0.75,0.3,0.01,0.0,0.71,45.89,1.33,61.85,0.0,0.35000000000000003,0.4,0.0,0.03,0.33,5.51,0.0,11.6,22.54,137.08,111.17,8.39,0.12,0.0,0.1,0.02,0.08,0.56
건취나물무침,숙채류,나물.숙채류,50.0,g,44.4,3.2,0.0,2.7,0.83,0.2,0.0,1.81,41.64,3.2,775.49,0.0,2.26,0.25,0.0,0.11,0.0,1.15,0.0,87.61,18.84,66.46,49.71,8.27,0.91,0.0,0.14,0.07,1.54,0.79
고구마줄기나물무침,숙채류,나물.숙채류,50.0,g,41.64,2.05,0.0,3.5,1.97,0.16,0.0,0.49,43.25,1.56,22.75,0.0,2.07,0.08,0.0,0.03,0.05,1.22,0.0,55.41,14.32,89.63,60.93,7.74,0.15,0.0,0.07,0.02,0.09,0.29
고사리나물무침,숙채류,나물.숙채류,50.0,g,44.97,3.14,0.25,2.76,1.01,0.08,0.0,1.89,41.46,2.82,16.56,0.0,1.59,0.0,0.0,0.03,0.03,5.12,0.0,34.83,31.65,220.71,45.14,17.93,0.58,0.0,0.38,0.11,0.14,0.0
고춧잎나물무침,숙채류,나물.숙채류,90.0,g,79.55,6.43,1.36,4.22,1.74,0.19,0.0,3.97,72.4,4.9,3239.78,0.0,3.13,0.0,1.07,0.16,0.18,42.83,0.0,183.39,65.85,717.04,357.66,62.99,1.14,0.0,0.55,0.21,0.39,2.82
깻잎나물무침,숙채류,나물.숙채류,50.0,g,38.76,2.52,1.02,2.59,1.01,0.12,0.0,1.34,42.59,1.2,1165.84,0.0,1.91,1.14,0.0,0.08,1.3,31.17,0.0,46.65,26.57,180.79,260.96,24.24,0.39,0.0,0.34,0.05,0.91,0.0
냉이나물무침,숙채류,나물.숙채류,60.0,g,66.3,9.42,6.27,1.84,0.79,0.11,0.0,3.01,44.12,3.57,866.59,0.0,2.12,0.0,0.08,0.11,6.38,28.09,0.0,81.36,57.24,430.76,179.02,20.86,1.79,0.0,0.42,0.07,0.33,5.0
도라지나물무침,숙채류,나물.숙채류,50.0,g,65.04,6.56,0.45,3.76,1.63,0.13,0.0,1.24,37.7,2.44,3.24,0.0,2.5799999999999996,0.0,0.0,0.02,0.08,5.4,0.0,23.76,26.54,205.51,67.55,19.43,0.22,0.0,0.15,0.06,0.07,0.0
머위대나물무침,숙채류,나물.숙채류,50.0,g,28.95,2.38,0.17,1.28,0.38,0.34,0.01,1.98,43.36,0.74,51.199999999999996,0.0,0.88,1.07,0.01,0.03,0.02,11.6,0.25,119.01,37.99,181.64,95.71,13.44,0.79,0.0,0.26,0.17,0.1,12.21
무나물무침,숙채류,나물.숙채류,50.0,g,10.56,1.82,1.65,0.23,0.01,0.01,0.0,0.31,46.97,0.82,0.0,0.0,0.03,0.12,0.07,0.01,0.03,7.62,0.0,12.32,5.44,176.09,94.17,4.75,0.03,0.0,0.09,0.0,0.13,0.52
방풍나물무침,숙채류,나물.숙채류,80.0,g,60.76,8.59,2.33,1.38,0.33,0.52,0.0,3.51,64.87,5.33,1599.62,0.0,5.13,0.0,0.18,0.26,0.03,163.57,0.0,142.45,61.03,213.93,364.67,13.44,0.66,0.0,0.46,0.1,1.41,2.17
배추나물무침,숙채류,나물.숙채류,80.0,g,49.19,6.76,4.99,1.75,0.62,0.04,0.0,1.61,68.88,2.17,47.44,0.0,0.94,6.37,0.0,0.05,0.0,40.69,0.0,30.53,43.62,220.67,196.58,15.9,0.45,0.0,0.36,0.06,0.17,1.77
비름나물무침,숙채류,나물.숙채류,80.0,g,58.48,4.56,0.69,3.24,1.32,0.14,0.0,2.77,67.8,3.01,2164.05,0.0,1.62,0.0,0.2,0.05,0.35,4.04,0.0,155.62,45.39,267.73,271.03,55.89,0.69,0.0,0.9,0.11,0.81,2.07
숙주나물무침,숙채류,나물.숙채류,50.0,g,17.5,1.48,0.79,0.79,0.16,0.02,0.0,1.11,45.97,0.84,10.92,0.0,0.37,0.53,0.01,0.03,0.0,11.57,0.0,7.49,17.79,201.52,39.77,8.36,0.18,0.0,0.08,0.09,0.04,0.91
시금치나물무침,숙채류,나물.숙채류,50.0,g,34.28,1.68,0.05,2.23,0.5,0.09,0.0,1.87,43.12,0.99,921.31,0.0,1.62,0.13,0.0,0.1,0.45,17.32,0.0,43.06,29.17,68.12,313.49,33.3,0.64,0.0,0.43,0.08,0.11,0.75
시래기나물무침,숙채류,나물.숙채류,50.0,g,56.84,3.87,0.27,3.64,1.21,0.17,0.0,2.16,39.36,3.37,70.2,0.0,2.46,0.08,0.14,0.02,0.4,3.82,0.0,93.15,31.61,257.08,37.29,10.06,1.86,0.0,0.32,0.1,1.64,1.88
씀바귀나물무침,숙채류,나물.숙채류,90.0,g,87.63,14.91,1.15,1.56,0.84,0.04,0.0,3.48,68.92,4.67,44.59,0.0,1.66,1.28,0.0,0.09,2.31,20.64,0.0,41.19,82.56,183.66,220.5,34.26,1.28,0.0,0.88,0.12,0.24,1.78
애호박볶음,볶음류,채소류볶음,50.0,g,29.52,2.65,0.21,1.81,0.6,0.06,0.0,0.66,43.98,1.21,68.1,0.0,1.52,0.0,0.0,0.04,0.29,14.16,0.02,16.91,20.14,223.39,117.5,10.03,0.19,0.0,0.14,0.03,0.08,1.03
